ISO3,INDICATOR,SUBJECT,MEASURE,FREQUENCY,year,time,Flag Codes
NOR,HRWKD,TOT,HR_WKD,A,2017,1419.5,
NOR,HRWKD,TOT,HR_WKD,A,2018,1419.2,
NOR,HRWKD,TOT,HR_WKD,A,2019,1418.6,
NOR,HRWKD,TOT,HR_WKD,A,2020,1410.7,
NOR,HRWKD,TOT,HR_WKD,A,2021,1427.1,
POL,HRWKD,TOT,HR_WKD,A,1993,1903.245,
POL,HRWKD,TOT,HR_WKD,A,1994,1940.738,
POL,HRWKD,TOT,HR_WKD,A,1995,1903.245,
POL,HRWKD,TOT,HR_WKD,A,1996,1917.528,
POL,HRWKD,TOT,HR_WKD,A,1997,1912.172,
POL,HRWKD,TOT,HR_WKD,A,1998,1888.962,
POL,HRWKD,TOT,HR_WKD,A,1999,1874.98,
POL,HRWKD,TOT,HR_WKD,A,2000,1858.34,
POL,HRWKD,TOT,HR_WKD,A,2001,1860.119,
POL,HRWKD,TOT,HR_WKD,A,2002,1855.463,
POL,HRWKD,TOT,HR_WKD,A,2003,1860.549,
POL,HRWKD,TOT,HR_WKD,A,2004,1860.871,
POL,HRWKD,TOT,HR_WKD,A,2005,1855.975,
POL,HRWKD,TOT,HR_WKD,A,2006,1857.342,
POL,HRWKD,TOT,HR_WKD,A,2007,1854.695,
POL,HRWKD,TOT,HR_WKD,A,2008,1847.54,
POL,HRWKD,TOT,HR_WKD,A,2009,1833.614,
POL,HRWKD,TOT,HR_WKD,A,2010,1828.972,
POL,HRWKD,TOT,HR_WKD,A,2011,1824.33,
POL,HRWKD,TOT,HR_WKD,A,2012,1819.688,
POL,HRWKD,TOT,HR_WKD,A,2013,1816.434,
POL,HRWKD,TOT,HR_WKD,A,2014,1822.296,
POL,HRWKD,TOT,HR_WKD,A,2015,1829.159,
POL,HRWKD,TOT,HR_WKD,A,2016,1831.364,
POL,HRWKD,TOT,HR_WKD,A,2017,1811.616,
POL,HRWKD,TOT,HR_WKD,A,2018,1787.329,
POL,HRWKD,TOT,HR_WKD,A,2019,1782.625,
POL,HRWKD,TOT,HR_WKD,A,2020,1768.756,
POL,HRWKD,TOT,HR_WKD,A,2021,1830.237,
PRT,HRWKD,TOT,HR_WKD,A,1970,1963.479,
PRT,HRWKD,TOT,HR_WKD,A,1971,1950.573,
PRT,HRWKD,TOT,HR_WKD,A,1972,1938.59,
PRT,HRWKD,TOT,HR_WKD,A,1973,1926.606,
PRT,HRWKD,TOT,HR_WKD,A,1974,1914.622,
PRT,HRWKD,TOT,HR_WKD,A,1975,1903.561,
PRT,HRWKD,TOT,HR_WKD,A,1976,1892.499,
PRT,HRWKD,TOT,HR_WKD,A,1977,1881.437,
PRT,HRWKD,TOT,HR_WKD,A,1978,1870.375,
PRT,HRWKD,TOT,HR_WKD,A,1979,1859.313,
PRT,HRWKD,TOT,HR_WKD,A,1980,1849.173,
PRT,HRWKD,TOT,HR_WKD,A,1981,1838.111,
PRT,HRWKD,TOT,HR_WKD,A,1982,1827.049,
PRT,HRWKD,TOT,HR_WKD,A,1983,1816.909,
PRT,HRWKD,TOT,HR_WKD,A,1984,1805.847,
PRT,HRWKD,TOT,HR_WKD,A,1985,1795.707,
PRT,HRWKD,TOT,HR_WKD,A,1986,1784.646,
PRT,HRWKD,TOT,HR_WKD,A,1987,1799.395,
PRT,HRWKD,TOT,HR_WKD,A,1988,1798.473,
PRT,HRWKD,TOT,HR_WKD,A,1989,1817.831,
PRT,HRWKD,TOT,HR_WKD,A,1990,1805.847,
PRT,HRWKD,TOT,HR_WKD,A,1991,1739.476,
PRT,HRWKD,TOT,HR_WKD,A,1992,1682.323,
PRT,HRWKD,TOT,HR_WKD,A,1993,1684.167,
PRT,HRWKD,TOT,HR_WKD,A,1994,1691.542,
PRT,HRWKD,TOT,HR_WKD,A,1995,1749.355,
PRT,HRWKD,TOT,HR_WKD,A,1996,1750.326,
PRT,HRWKD,TOT,HR_WKD,A,1997,1745.671,
PRT,HRWKD,TOT,HR_WKD,A,1998,1759.928,
PRT,HRWKD,TOT,HR_WKD,A,1999,1761.558,
PRT,HRWKD,TOT,HR_WKD,A,2000,1770.414,
PRT,HRWKD,TOT,HR_WKD,A,2001,1755.084,
PRT,HRWKD,TOT,HR_WKD,A,2002,1748.68,
PRT,HRWKD,TOT,HR_WKD,A,2003,1742.2,
PRT,HRWKD,TOT,HR_WKD,A,2004,1747.852,
PRT,HRWKD,TOT,HR_WKD,A,2005,1749.749,
PRT,HRWKD,TOT,HR_WKD,A,2006,1738.865,
PRT,HRWKD,TOT,HR_WKD,A,2007,1754.672,
PRT,HRWKD,TOT,HR_WKD,A,2008,1742.577,
PRT,HRWKD,TOT,HR_WKD,A,2009,1742.975,
PRT,HRWKD,TOT,HR_WKD,A,2010,1745.595,
PRT,HRWKD,TOT,HR_WKD,A,2011,1724.362,
PRT,HRWKD,TOT,HR_WKD,A,2012,1708.218,
PRT,HRWKD,TOT,HR_WKD,A,2013,1717.553,
PRT,HRWKD,TOT,HR_WKD,A,2014,1724.576,
PRT,HRWKD,TOT,HR_WKD,A,2015,1731.733,
PRT,HRWKD,TOT,HR_WKD,A,2016,1737.476,
PRT,HRWKD,TOT,HR_WKD,A,2017,1727.14,
PRT,HRWKD,TOT,HR_WKD,A,2018,1737.704,
PRT,HRWKD,TOT,HR_WKD,A,2019,1743.93,
PRT,HRWKD,TOT,HR_WKD,A,2020,1611.193,
PRT,HRWKD,TOT,HR_WKD,A,2021,1648.943,
SVK,HRWKD,TOT,HR_WKD,A,1995,1853,
SVK,HRWKD,TOT,HR_WKD,A,1996,1820,
SVK,HRWKD,TOT,HR_WKD,A,1997,1830.001,
SVK,HRWKD,TOT,HR_WKD,A,1998,1822,
SVK,HRWKD,TOT,HR_WKD,A,1999,1816,
SVK,HRWKD,TOT,HR_WKD,A,2000,1816,
SVK,HRWKD,TOT,HR_WKD,A,2001,1801,
SVK,HRWKD,TOT,HR_WKD,A,2002,1754,
SVK,HRWKD,TOT,HR_WKD,A,2003,1698,
SVK,HRWKD,TOT,HR_WKD,A,2004,1741.998,
SVK,HRWKD,TOT,HR_WKD,A,2005,1769,
SVK,HRWKD,TOT,HR_WKD,A,2006,1774,
SVK,HRWKD,TOT,HR_WKD,A,2007,1791,
SVK,HRWKD,TOT,HR_WKD,A,2008,1793,
SVK,HRWKD,TOT,HR_WKD,A,2009,1780,
SVK,HRWKD,TOT,HR_WKD,A,2010,1805,
SVK,HRWKD,TOT,HR_WKD,A,2011,1793.01,
SVK,HRWKD,TOT,HR_WKD,A,2012,1789,
SVK,HRWKD,TOT,HR_WKD,A,2013,1772,
SVK,HRWKD,TOT,HR_WKD,A,2014,1760,
SVK,HRWKD,TOT,HR_WKD,A,2015,1754,
SVK,HRWKD,TOT,HR_WKD,A,2016,1740.012,
SVK,HRWKD,TOT,HR_WKD,A,2017,1713.784,
SVK,HRWKD,TOT,HR_WKD,A,2018,1703.924,
SVK,HRWKD,TOT,HR_WKD,A,2019,1691.986,
SVK,HRWKD,TOT,HR_WKD,A,2020,1571.98,
SVK,HRWKD,TOT,HR_WKD,A,2021,1583.159,
ESP,HRWKD,TOT,HR_WKD,A,1977,2036.3,
ESP,HRWKD,TOT,HR_WKD,A,1978,2004.9,
ESP,HRWKD,TOT,HR_WKD,A,1979,1954.3,
ESP,HRWKD,TOT,HR_WKD,A,1980,1936,
ESP,HRWKD,TOT,HR_WKD,A,1981,1901.6,
ESP,HRWKD,TOT,HR_WKD,A,1982,1880.3,
ESP,HRWKD,TOT,HR_WKD,A,1983,1847.9,
ESP,HRWKD,TOT,HR_WKD,A,1984,1803.4,
ESP,HRWKD,TOT,HR_WKD,A,1985,1793.3,
ESP,HRWKD,TOT,HR_WKD,A,1986,1785.2,
ESP,HRWKD,TOT,HR_WKD,A,1987,1777.1,
ESP,HRWKD,TOT,HR_WKD,A,1988,1773,
ESP,HRWKD,TOT,HR_WKD,A,1989,1760.9,
ESP,HRWKD,TOT,HR_WKD,A,1990,1762.9,
ESP,HRWKD,TOT,HR_WKD,A,1991,1772,
ESP,HRWKD,TOT,HR_WKD,A,1992,1763.9,
ESP,HRWKD,TOT,HR_WKD,A,1993,1755.8,
ESP,HRWKD,TOT,HR_WKD,A,1994,1754.8,
ESP,HRWKD,TOT,HR_WKD,A,1995,1754.8,
ESP,HRWKD,TOT,HR_WKD,A,1996,1749.7,
ESP,HRWKD,TOT,HR_WKD,A,1997,1749.7,
ESP,HRWKD,TOT,HR_WKD,A,1998,1753.8,
ESP,HRWKD,TOT,HR_WKD,A,1999,1753.8,
ESP,HRWKD,TOT,HR_WKD,A,2000,1752.8,
ESP,HRWKD,TOT,HR_WKD,A,2001,1762.1,
ESP,HRWKD,TOT,HR_WKD,A,2002,1763.6,
ESP,HRWKD,TOT,HR_WKD,A,2003,1754.6,
ESP,HRWKD,TOT,HR_WKD,A,2004,1739.901,
ESP,HRWKD,TOT,HR_WKD,A,2005,1723.7,
ESP,HRWKD,TOT,HR_WKD,A,2006,1713.7,
ESP,HRWKD,TOT,HR_WKD,A,2007,1701.308,
ESP,HRWKD,TOT,HR_WKD,A,2008,1710.1,
ESP,HRWKD,TOT,HR_WKD,A,2009,1715.805,
ESP,HRWKD,TOT,HR_WKD,A,2010,1705.8,
ESP,HRWKD,TOT,HR_WKD,A,2011,1710.692,
ESP,HRWKD,TOT,HR_WKD,A,2012,1696.7,
ESP,HRWKD,TOT,HR_WKD,A,2013,1689.8,
ESP,HRWKD,TOT,HR_WKD,A,2014,1690.6,
ESP,HRWKD,TOT,HR_WKD,A,2015,1694.2,
ESP,HRWKD,TOT,HR_WKD,A,2016,1701.5,
ESP,HRWKD,TOT,HR_WKD,A,2017,1692.394,
ESP,HRWKD,TOT,HR_WKD,A,2018,1697.622,
ESP,HRWKD,TOT,HR_WKD,A,2019,1682.936,
ESP,HRWKD,TOT,HR_WKD,A,2020,1569.672,
ESP,HRWKD,TOT,HR_WKD,A,2021,1640.941,
SWE,HRWKD,TOT,HR_WKD,A,1950,1820.795,
SWE,HRWKD,TOT,HR_WKD,A,1951,1812.666,
SWE,HRWKD,TOT,HR_WKD,A,1952,1812.666,
SWE,HRWKD,TOT,HR_WKD,A,1953,1794.603,
SWE,HRWKD,TOT,HR_WKD,A,1954,1804.538,
SWE,HRWKD,TOT,HR_WKD,A,1955,1794.603,
SWE,HRWKD,TOT,HR_WKD,A,1956,1772.023,
SWE,HRWKD,TOT,HR_WKD,A,1957,1772.023,
SWE,HRWKD,TOT,HR_WKD,A,1958,1743.122,
SWE,HRWKD,TOT,HR_WKD,A,1959,1719.639,
SWE,HRWKD,TOT,HR_WKD,A,1960,1715.123,
SWE,HRWKD,TOT,HR_WKD,A,1961,1716.93,
SWE,HRWKD,TOT,HR_WKD,A,1962,1706.092,
SWE,HRWKD,TOT,HR_WKD,A,1963,1700.673,
SWE,HRWKD,TOT,HR_WKD,A,1964,1672.674,
SWE,HRWKD,TOT,HR_WKD,A,1965,1662.74,
SWE,HRWKD,TOT,HR_WKD,A,1966,1650.095,
SWE,HRWKD,TOT,HR_WKD,A,1967,1622.097,
SWE,HRWKD,TOT,HR_WKD,A,1968,1583.26,
SWE,HRWKD,TOT,HR_WKD,A,1969,1562.487,
SWE,HRWKD,TOT,HR_WKD,A,1970,1562.487,
SWE,HRWKD,TOT,HR_WKD,A,1971,1533.586,
SWE,HRWKD,TOT,HR_WKD,A,1972,1497.459,
SWE,HRWKD,TOT,HR_WKD,A,1973,1483.008,
SWE,HRWKD,TOT,HR_WKD,A,1974,1465.848,
SWE,HRWKD,TOT,HR_WKD,A,1975,1444.172,
SWE,HRWKD,TOT,HR_WKD,A,1976,1452.3,
SWE,HRWKD,TOT,HR_WKD,A,1977,1427.915,
SWE,HRWKD,TOT,HR_WKD,A,1978,1391.788,
SWE,HRWKD,TOT,HR_WKD,A,1979,1381.853,
SWE,HRWKD,TOT,HR_WKD,A,1980,1380.047,
SWE,HRWKD,TOT,HR_WKD,A,1981,1371.918,
SWE,HRWKD,TOT,HR_WKD,A,1982,1384.563,
SWE,HRWKD,TOT,HR_WKD,A,1983,1393.594,
SWE,HRWKD,TOT,HR_WKD,A,1984,1396.304,
SWE,HRWKD,TOT,HR_WKD,A,1985,1399.916,
SWE,HRWKD,TOT,HR_WKD,A,1986,1398.11,
SWE,HRWKD,TOT,HR_WKD,A,1987,1407.142,
SWE,HRWKD,TOT,HR_WKD,A,1988,1425.205,
SWE,HRWKD,TOT,HR_WKD,A,1989,1423.399,
SWE,HRWKD,TOT,HR_WKD,A,1990,1420.689,
SWE,HRWKD,TOT,HR_WKD,A,1991,1408.045,
SWE,HRWKD,TOT,HR_WKD,A,1992,1424.302,
SWE,HRWKD,TOT,HR_WKD,A,1993,1440.559,
SWE,HRWKD,TOT,HR_WKD,A,1994,1474.88,
SWE,HRWKD,TOT,HR_WKD,A,1995,1481.56,
SWE,HRWKD,TOT,HR_WKD,A,1996,1492.865,
SWE,HRWKD,TOT,HR_WKD,A,1997,1497.286,
SWE,HRWKD,TOT,HR_WKD,A,1998,1496.337,
SWE,HRWKD,TOT,HR_WKD,A,1999,1504.891,
SWE,HRWKD,TOT,HR_WKD,A,2000,1485.595,
SWE,HRWKD,TOT,HR_WKD,A,2001,1464.5,
SWE,HRWKD,TOT,HR_WKD,A,2002,1443.663,
SWE,HRWKD,TOT,HR_WKD,A,2003,1431.298,
SWE,HRWKD,TOT,HR_WKD,A,2004,1452.612,
SWE,HRWKD,TOT,HR_WKD,A,2005,1451.476,
SWE,HRWKD,TOT,HR_WKD,A,2006,1450.117,
SWE,HRWKD,TOT,HR_WKD,A,2007,1461.687,
SWE,HRWKD,TOT,HR_WKD,A,2008,1471.283,
SWE,HRWKD,TOT,HR_WKD,A,2009,1457.932,
SWE,HRWKD,TOT,HR_WKD,A,2010,1483.018,
SWE,HRWKD,TOT,HR_WKD,A,2011,1483.863,
SWE,HRWKD,TOT,HR_WKD,A,2012,1471.372,
SWE,HRWKD,TOT,HR_WKD,A,2013,1462.893,
SWE,HRWKD,TOT,HR_WKD,A,2014,1464.36,
SWE,HRWKD,TOT,HR_WKD,A,2015,1465.871,
SWE,HRWKD,TOT,HR_WKD,A,2016,1478.111,
SWE,HRWKD,TOT,HR_WKD,A,2017,1466.709,
SWE,HRWKD,TOT,HR_WKD,A,2018,1466.181,
SWE,HRWKD,TOT,HR_WKD,A,2019,1453.424,
SWE,HRWKD,TOT,HR_WKD,A,2020,1426.155,
SWE,HRWKD,TOT,HR_WKD,A,2021,1444.285,
CHE,HRWKD,TOT,HR_WKD,A,1991,1718.1,
CHE,HRWKD,TOT,HR_WKD,A,1992,1725.4,
CHE,HRWKD,TOT,HR_WKD,A,1993,1720.4,
CHE,HRWKD,TOT,HR_WKD,A,1994,1739.7,
CHE,HRWKD,TOT,HR_WKD,A,1995,1720.3,
CHE,HRWKD,TOT,HR_WKD,A,1996,1696.9,
CHE,HRWKD,TOT,HR_WKD,A,1997,1687.5,
CHE,HRWKD,TOT,HR_WKD,A,1998,1695.5,
CHE,HRWKD,TOT,HR_WKD,A,1999,1717.4,
CHE,HRWKD,TOT,HR_WKD,A,2000,1712.7,
CHE,HRWKD,TOT,HR_WKD,A,2001,1672.8,
CHE,HRWKD,TOT,HR_WKD,A,2002,1651.3,
CHE,HRWKD,TOT,HR_WKD,A,2003,1664.5,
CHE,HRWKD,TOT,HR_WKD,A,2004,1695,
CHE,HRWKD,TOT,HR_WKD,A,2005,1690,
CHE,HRWKD,TOT,HR_WKD,A,2006,1679.2,
CHE,HRWKD,TOT,HR_WKD,A,2007,1668.9,
CHE,HRWKD,TOT,HR_WKD,A,2008,1659.5,
CHE,HRWKD,TOT,HR_WKD,A,2009,1650.8,
CHE,HRWKD,TOT,HR_WKD,A,2010,1611.235,
CHE,HRWKD,TOT,HR_WKD,A,2011,1608.309,
CHE,HRWKD,TOT,HR_WKD,A,2012,1592.564,
CHE,HRWKD,TOT,HR_WKD,A,2013,1572.689,
CHE,HRWKD,TOT,HR_WKD,A,2014,1564.47,
CHE,HRWKD,TOT,HR_WKD,A,2015,1576.62,
CHE,HRWKD,TOT,HR_WKD,A,2016,1577.044,
CHE,HRWKD,TOT,HR_WKD,A,2017,1559.09,
CHE,HRWKD,TOT,HR_WKD,A,2018,1551.416,
CHE,HRWKD,TOT,HR_WKD,A,2019,1549.435,
CHE,HRWKD,TOT,HR_WKD,A,2020,1498.5,
CHE,HRWKD,TOT,HR_WKD,A,2021,1533.304,
TUR,HRWKD,TOT,HR_WKD,A,1970,2086,
TUR,HRWKD,TOT,HR_WKD,A,1971,2077,
TUR,HRWKD,TOT,HR_WKD,A,1972,2069,
TUR,HRWKD,TOT,HR_WKD,A,1973,2060,
TUR,HRWKD,TOT,HR_WKD,A,1974,2044,
TUR,HRWKD,TOT,HR_WKD,A,1975,2028,
TUR,HRWKD,TOT,HR_WKD,A,1976,2012,
TUR,HRWKD,TOT,HR_WKD,A,1977,1996,
TUR,HRWKD,TOT,HR_WKD,A,1978,1980,
TUR,HRWKD,TOT,HR_WKD,A,1979,1964,
TUR,HRWKD,TOT,HR_WKD,A,1980,1957,
TUR,HRWKD,TOT,HR_WKD,A,1981,1950,
TUR,HRWKD,TOT,HR_WKD,A,1982,1943,
TUR,HRWKD,TOT,HR_WKD,A,1983,1935,
TUR,HRWKD,TOT,HR_WKD,A,1984,1871,
TUR,HRWKD,TOT,HR_WKD,A,1985,1898,
TUR,HRWKD,TOT,HR_WKD,A,1986,1883,
TUR,HRWKD,TOT,HR_WKD,A,1987,1844,
TUR,HRWKD,TOT,HR_WKD,A,1988,1837,
TUR,HRWKD,TOT,HR_WKD,A,1989,1867,
TUR,HRWKD,TOT,HR_WKD,A,1990,1866,
TUR,HRWKD,TOT,HR_WKD,A,1991,1870,
TUR,HRWKD,TOT,HR_WKD,A,1992,1897,
TUR,HRWKD,TOT,HR_WKD,A,1993,1917,
TUR,HRWKD,TOT,HR_WKD,A,1994,1886,
TUR,HRWKD,TOT,HR_WKD,A,1995,1876,
TUR,HRWKD,TOT,HR_WKD,A,1996,1892,
TUR,HRWKD,TOT,HR_WKD,A,1997,1878,
TUR,HRWKD,TOT,HR_WKD,A,1998,1884,
TUR,HRWKD,TOT,HR_WKD,A,1999,1925,
TUR,HRWKD,TOT,HR_WKD,A,2000,1937,
TUR,HRWKD,TOT,HR_WKD,A,2001,1942,
TUR,HRWKD,TOT,HR_WKD,A,2002,1943,
TUR,HRWKD,TOT,HR_WKD,A,2003,1943,
TUR,HRWKD,TOT,HR_WKD,A,2004,1918,
TUR,HRWKD,TOT,HR_WKD,A,2005,1936,
TUR,HRWKD,TOT,HR_WKD,A,2006,1944,
TUR,HRWKD,TOT,HR_WKD,A,2007,1911,
TUR,HRWKD,TOT,HR_WKD,A,2008,1900,
TUR,HRWKD,TOT,HR_WKD,A,2009,1881,
TUR,HRWKD,TOT,HR_WKD,A,2010,1877,
TUR,HRWKD,TOT,HR_WKD,A,2011,1864,
TUR,HRWKD,TOT,HR_WKD,A,2012,1855,
TUR,HRWKD,TOT,HR_WKD,A,2013,1832,
TUR,HRWKD,TOT,HR_WKD,A,2014,1829.543,
TUR,HRWKD,TOT,HR_WKD,A,2015,1810.707,
TUR,HRWKD,TOT,HR_WKD,A,2016,1789.414,
TUR,HRWKD,TOT,HR_WKD,A,2017,1775.492,
TUR,HRWKD,TOT,HR_WKD,A,2018,1745.191,
TUR,HRWKD,TOT,HR_WKD,A,2019,1732.088,
TUR,HRWKD,TOT,HR_WKD,A,2020,1572.392,
GBR,HRWKD,TOT,HR_WKD,A,1970,1775.233,
GBR,HRWKD,TOT,HR_WKD,A,1971,1740.406,
GBR,HRWKD,TOT,HR_WKD,A,1972,1709.246,
GBR,HRWKD,TOT,HR_WKD,A,1973,1760.569,
GBR,HRWKD,TOT,HR_WKD,A,1974,1724.826,
GBR,HRWKD,TOT,HR_WKD,A,1975,1720.244,
GBR,HRWKD,TOT,HR_WKD,A,1976,1704.663,
GBR,HRWKD,TOT,HR_WKD,A,1977,1687.25,
GBR,HRWKD,TOT,HR_WKD,A,1978,1668.92,
GBR,HRWKD,TOT,HR_WKD,A,1979,1661.589,
GBR,HRWKD,TOT,HR_WKD,A,1980,1619.43,
GBR,HRWKD,TOT,HR_WKD,A,1981,1567.191,
GBR,HRWKD,TOT,HR_WKD,A,1982,1580.938,
GBR,HRWKD,TOT,HR_WKD,A,1983,1568.107,
GBR,HRWKD,TOT,HR_WKD,A,1984,1582.771,
GBR,HRWKD,TOT,HR_WKD,A,1985,1613.015,
GBR,HRWKD,TOT,HR_WKD,A,1986,1615.764,
GBR,HRWKD,TOT,HR_WKD,A,1987,1605.683,
GBR,HRWKD,TOT,HR_WKD,A,1988,1642.342,
GBR,HRWKD,TOT,HR_WKD,A,1989,1631.345,
GBR,HRWKD,TOT,HR_WKD,A,1990,1617.597,
GBR,HRWKD,TOT,HR_WKD,A,1991,1614.848,
GBR,HRWKD,TOT,HR_WKD,A,1992,1582.771,
GBR,HRWKD,TOT,HR_WKD,A,1993,1577.272,
GBR,HRWKD,TOT,HR_WKD,A,1994,1586.437,
GBR,HRWKD,TOT,HR_WKD,A,1995,1586.437,
GBR,HRWKD,TOT,HR_WKD,A,1996,1586.437,
GBR,HRWKD,TOT,HR_WKD,A,1997,1586.437,
GBR,HRWKD,TOT,HR_WKD,A,1998,1581.854,
GBR,HRWKD,TOT,HR_WKD,A,1999,1572.689,
GBR,HRWKD,TOT,HR_WKD,A,2000,1558.026,
GBR,HRWKD,TOT,HR_WKD,A,2001,1562.608,
GBR,HRWKD,TOT,HR_WKD,A,2002,1543.362,
GBR,HRWKD,TOT,HR_WKD,A,2003,1534.197,
GBR,HRWKD,TOT,HR_WKD,A,2004,1533.824,
GBR,HRWKD,TOT,HR_WKD,A,2005,1544.036,
GBR,HRWKD,TOT,HR_WKD,A,2006,1536.39,
GBR,HRWKD,TOT,HR_WKD,A,2007,1541.169,
GBR,HRWKD,TOT,HR_WKD,A,2008,1524.921,
GBR,HRWKD,TOT,HR_WKD,A,2009,1516.319,
GBR,HRWKD,TOT,HR_WKD,A,2010,1507.239,
GBR,HRWKD,TOT,HR_WKD,A,2011,1515.363,
GBR,HRWKD,TOT,HR_WKD,A,2012,1531.054,
GBR,HRWKD,TOT,HR_WKD,A,2013,1533.518,
GBR,HRWKD,TOT,HR_WKD,A,2014,1542.219,
GBR,HRWKD,TOT,HR_WKD,A,2015,1525.127,
GBR,HRWKD,TOT,HR_WKD,A,2016,1541.275,
GBR,HRWKD,TOT,HR_WKD,A,2017,1535.68,
GBR,HRWKD,TOT,HR_WKD,A,2018,1536.176,
GBR,HRWKD,TOT,HR_WKD,A,2019,1537.043,
GBR,HRWKD,TOT,HR_WKD,A,2020,1363.767,
GBR,HRWKD,TOT,HR_WKD,A,2021,1497.375,
USA,HRWKD,TOT,HR_WKD,A,1950,1967.877,
USA,HRWKD,TOT,HR_WKD,A,1951,1986.549,
USA,HRWKD,TOT,HR_WKD,A,1952,1988.423,
USA,HRWKD,TOT,HR_WKD,A,1953,1993.145,
USA,HRWKD,TOT,HR_WKD,A,1954,1984.118,
USA,HRWKD,TOT,HR_WKD,A,1955,2003.201,
USA,HRWKD,TOT,HR_WKD,A,1956,2002.39,
USA,HRWKD,TOT,HR_WKD,A,1957,1973.322,
USA,HRWKD,TOT,HR_WKD,A,1958,1947.184,
USA,HRWKD,TOT,HR_WKD,A,1959,1957.557,
USA,HRWKD,TOT,HR_WKD,A,1960,1952.191,
USA,HRWKD,TOT,HR_WKD,A,1961,1941.311,
USA,HRWKD,TOT,HR_WKD,A,1962,1959.533,
USA,HRWKD,TOT,HR_WKD,A,1963,1971.944,
USA,HRWKD,TOT,HR_WKD,A,1964,1975.363,
USA,HRWKD,TOT,HR_WKD,A,1965,1983.833,
USA,HRWKD,TOT,HR_WKD,A,1966,1973.718,
USA,HRWKD,TOT,HR_WKD,A,1967,1950.952,
USA,HRWKD,TOT,HR_WKD,A,1968,1939.726,
USA,HRWKD,TOT,HR_WKD,A,1969,1937.552,
USA,HRWKD,TOT,HR_WKD,A,1970,1906.66,
USA,HRWKD,TOT,HR_WKD,A,1971,1894.38,
USA,HRWKD,TOT,HR_WKD,A,1972,1889.825,
USA,HRWKD,TOT,HR_WKD,A,1973,1890.542,
USA,HRWKD,TOT,HR_WKD,A,1974,1859.649,
USA,HRWKD,TOT,HR_WKD,A,1975,1838.809,
USA,HRWKD,TOT,HR_WKD,A,1976,1840.658,
USA,HRWKD,TOT,HR_WKD,A,1977,1844.458,
USA,HRWKD,TOT,HR_WKD,A,1978,1835.827,
USA,HRWKD,TOT,HR_WKD,A,1979,1833.724,
USA,HRWKD,TOT,HR_WKD,A,1980,1816.094,
USA,HRWKD,TOT,HR_WKD,A,1981,1812.332,
USA,HRWKD,TOT,HR_WKD,A,1982,1803.334,
USA,HRWKD,TOT,HR_WKD,A,1983,1821.691,
USA,HRWKD,TOT,HR_WKD,A,1984,1839.05,
USA,HRWKD,TOT,HR_WKD,A,1985,1837.5,
USA,HRWKD,TOT,HR_WKD,A,1986,1829.235,
USA,HRWKD,TOT,HR_WKD,A,1987,1839.024,
USA,HRWKD,TOT,HR_WKD,A,1988,1837.305,
USA,HRWKD,TOT,HR_WKD,A,1989,1848.433,
USA,HRWKD,TOT,HR_WKD,A,1990,1832.508,
USA,HRWKD,TOT,HR_WKD,A,1991,1823.454,
USA,HRWKD,TOT,HR_WKD,A,1992,1822,
USA,HRWKD,TOT,HR_WKD,A,1993,1828,
USA,HRWKD,TOT,HR_WKD,A,1994,1839.483,
USA,HRWKD,TOT,HR_WKD,A,1995,1839.384,
USA,HRWKD,TOT,HR_WKD,A,1996,1840.446,
USA,HRWKD,TOT,HR_WKD,A,1997,1842.957,
USA,HRWKD,TOT,HR_WKD,A,1998,1842.28,
USA,HRWKD,TOT,HR_WKD,A,1999,1838.804,
USA,HRWKD,TOT,HR_WKD,A,2000,1832.16,
USA,HRWKD,TOT,HR_WKD,A,2001,1810.772,
USA,HRWKD,TOT,HR_WKD,A,2002,1805.895,
USA,HRWKD,TOT,HR_WKD,A,2003,1796.418,
USA,HRWKD,TOT,HR_WKD,A,2004,1798.124,
USA,HRWKD,TOT,HR_WKD,A,2005,1794.312,
USA,HRWKD,TOT,HR_WKD,A,2006,1796.333,
USA,HRWKD,TOT,HR_WKD,A,2007,1795.487,
USA,HRWKD,TOT,HR_WKD,A,2008,1786.234,
USA,HRWKD,TOT,HR_WKD,A,2009,1760.909,
USA,HRWKD,TOT,HR_WKD,A,2010,1771.556,
USA,HRWKD,TOT,HR_WKD,A,2011,1778.338,
USA,HRWKD,TOT,HR_WKD,A,2012,1781.968,
USA,HRWKD,TOT,HR_WKD,A,2013,1780.353,
USA,HRWKD,TOT,HR_WKD,A,2014,1781.968,
USA,HRWKD,TOT,HR_WKD,A,2015,1783.017,
USA,HRWKD,TOT,HR_WKD,A,2016,1778.418,
USA,HRWKD,TOT,HR_WKD,A,2017,1777.571,
USA,HRWKD,TOT,HR_WKD,A,2018,1781.567,
USA,HRWKD,TOT,HR_WKD,A,2019,1777.241,
USA,HRWKD,TOT,HR_WKD,A,2020,1767.095,
USA,HRWKD,TOT,HR_WKD,A,2021,1791,
CHL,HRWKD,TOT,HR_WKD,A,1986,2399,
CHL,HRWKD,TOT,HR_WKD,A,1987,2405,
CHL,HRWKD,TOT,HR_WKD,A,1988,2411,
CHL,HRWKD,TOT,HR_WKD,A,1989,2416,
CHL,HRWKD,TOT,HR_WKD,A,1990,2422,
CHL,HRWKD,TOT,HR_WKD,A,1991,2419,
CHL,HRWKD,TOT,HR_WKD,A,1992,2415,
CHL,HRWKD,TOT,HR_WKD,A,1993,2389,
